humidity,weather,holiday,season,feeling_temp,temp,hour,casual,registered,count,year,month,date,day,is_weekend
0.45,1,0,4,0.6667,0.74,16,71,397,468,2012,9,26,2,0
0.37,1,0,4,0.4091,0.4,11,18,112,130,2012,11,26,0,0
0.6,1,0,1,0.2121,0.26,9,6,127,133,2012,12,27,3,0
0.38,1,0,2,0.6212,0.64,18,99,570,669,2012,5,18,4,0
0.34,1,0,2,0.4848,0.5,20,33,225,258,2011,5,5,3,0
0.52,1,0,1,0.2273,0.24,0,3,25,28,2011,2,26,5,1
0.5,2,0,1,0.1212,0.14,6,1,7,8,2012,1,15,6,1
0.33,1,0,1,0.4394,0.44,19,38,116,154,2011,3,19,5,1
0.87,2,0,1,0.4091,0.4,9,14,220,234,2011,12,21,2,0
0.66,2,0,2,0.3485,0.34,9,22,65,87,2011,4,2,5,1
0.64,1,0,4,0.5303,0.56,11,197,388,585,2012,10,27,5,1
0.45,1,0,4,0.2727,0.28,18,23,542,565,2012,12,6,3,0
0.88,2,0,2,0.4545,0.46,4,0,2,2,2012,5,3,3,0
0.73,1,0,3,0.5152,0.54,7,20,50,70,2012,9,9,6,1
0.49,1,0,1,0.303,0.32,20,2,74,76,2011,1,19,2,0
0.77,2,0,2,0.4242,0.42,2,14,55,69,2012,3,31,5,1
0.6,1,0,1,0.303,0.26,22,5,57,62,2011,2,6,6,1
0.51,2,0,1,0.197,0.18,23,1,14,15,2011,1,7,4,0
0.44,2,0,1,0.4394,0.44,11,19,71,90,2011,2,17,3,0
1.0,2,0,4,0.4394,0.44,5,0,20,20,2011,11,21,0,0
0.74,1,0,3,0.6667,0.7,2,4,7,11,2011,8,1,0,0
0.46,1,0,3,0.7576,0.82,12,133,244,377,2011,7,10,6,1
0.55,1,1,2,0.4848,0.5,10,31,91,122,2011,4,15,4,0
0.52,1,0,4,0.3182,0.3,20,15,252,267,2012,11,14,2,0
0.33,1,0,1,0.2727,0.3,12,88,241,329,2012,3,10,5,1
0.52,2,0,4,0.2727,0.28,0,1,31,32,2012,12,13,3,0
0.83,3,0,3,0.5152,0.54,11,11,78,89,2011,9,6,1,0
0.83,2,0,4,0.5,0.52,4,1,5,6,2011,11,29,1,0
0.47,1,0,4,0.4394,0.44,1,1,10,11,2012,10,11,3,0
0.55,1,0,4,0.2424,0.18,7,1,30,31,2011,12,11,6,1
0.55,1,0,3,0.7576,0.8,20,71,215,286,2011,8,8,0,0
0.69,2,0,3,0.6061,0.64,8,34,90,124,2012,8,19,6,1
0.94,3,0,4,0.4848,0.5,2,1,5,6,2011,11,23,2,0
0.33,1,1,2,0.697,0.8,16,92,266,358,2012,4,16,0,0
0.94,2,0,2,0.5,0.52,8,22,325,347,2011,5,17,1,0
0.6,1,0,1,0.6061,0.6,12,47,197,244,2012,3,13,1,0
0.7,2,0,4,0.3182,0.32,2,0,5,5,2012,11,27,1,0
0.62,1,0,2,0.6818,0.72,19,94,217,311,2011,6,19,6,1
0.28,2,0,1,0.4242,0.42,16,28,106,134,2011,2,13,6,1
0.38,1,0,2,0.6212,0.62,11,235,351,586,2012,5,19,5,1
0.93,3,0,1,0.303,0.34,19,3,112,115,2011,2,24,3,0
0.6,2,0,4,0.5152,0.54,15,36,155,191,2011,11,15,1,0
0.64,2,0,4,0.5455,0.58,2,2,15,17,2012,9,26,2,0
0.43,1,0,4,0.6212,0.6,15,271,456,727,2012,9,29,5,1
0.66,2,0,1,0.3333,0.32,2,4,22,26,2011,12,24,5,1
0.54,1,0,1,0.1364,0.1,1,1,6,7,2011,2,11,4,0
0.34,1,0,4,0.4848,0.5,17,92,193,285,2011,11,12,5,1
0.66,2,0,3,0.7273,0.76,12,30,130,160,2011,6,23,3,0
0.55,1,0,1,0.1212,0.12,5,0,19,19,2012,1,19,3,0
0.88,1,0,3,0.5303,0.56,3,0,3,3,2012,8,21,1,0
0.46,1,0,2,0.697,0.78,13,38,152,190,2011,5,24,1,0
0.79,1,0,3,0.697,0.72,20,39,183,222,2011,8,26,4,0
0.7,1,0,3,0.697,0.74,17,35,335,370,2012,7,18,2,0
0.77,1,0,1,0.4848,0.5,23,34,151,185,2012,3,17,5,1
0.84,2,0,2,0.5,0.52,21,24,130,154,2011,5,13,4,0
0.53,1,0,1,0.6212,0.64,17,106,615,721,2012,3,19,0,0
0.52,1,0,1,0.2727,0.26,2,1,1,2,2011,3,9,2,0
0.61,1,0,1,0.3182,0.34,18,5,156,161,2011,1,19,2,0
0.65,1,0,2,0.6515,0.7,22,23,157,180,2011,5,26,3,0
0.71,1,0,4,0.3485,0.36,10,60,82,142,2011,11,25,4,0
0.66,2,0,1,0.3182,0.32,10,22,56,78,2011,3,15,1,0
0.41,1,0,4,0.6212,0.64,13,218,401,619,2012,10,14,6,1
0.32,1,0,1,0.6515,0.72,15,100,187,287,2012,3,15,3,0
0.42,2,0,1,0.3485,0.32,15,21,63,84,2011,1,25,1,0
0.81,2,0,1,0.3485,0.36,10,19,49,68,2011,3,16,2,0
0.88,2,0,2,0.5606,0.62,4,0,6,6,2012,5,30,2,0
0.87,1,0,2,0.4091,0.4,4,2,4,6,2011,4,18,0,0
0.76,2,0,1,0.303,0.32,12,14,84,98,2011,3,9,2,0
0.33,1,0,4,0.6212,0.6,14,292,362,654,2012,11,11,6,1
0.56,1,0,2,0.5152,0.54,21,30,253,283,2012,6,5,1,0
0.73,2,0,2,0.5909,0.62,20,24,120,144,2011,5,27,4,0
0.48,1,0,2,0.4697,0.48,20,34,160,194,2011,4,29,4,0
0.78,2,1,3,0.6061,0.66,4,8,4,12,2011,7,4,0,0
0.69,1,0,3,0.6061,0.62,5,1,7,8,2012,6,24,6,1
0.89,3,0,4,0.5758,0.64,5,2,37,39,2012,10,4,3,0
0.88,1,0,1,0.5152,0.54,1,6,9,15,2012,3,20,1,0
0.8,1,0,1,0.2273,0.22,9,14,116,130,2012,1,7,5,1
0.82,1,0,1,0.4394,0.44,7,20,348,368,2012,3,14,2,0
1.0,3,0,1,0.2273,0.22,12,10,42,52,2011,2,5,5,1
0.46,2,0,2,0.3333,0.36,14,26,61,87,2011,4,1,4,0
0.55,1,0,3,0.7576,0.8,9,32,224,256,2012,6,21,3,0
0.87,2,0,4,0.3939,0.38,10,15,120,135,2012,12,17,0,0
0.61,1,0,4,0.3333,0.34,5,2,3,5,2011,11,13,6,1
0.54,1,0,2,0.6667,0.72,12,41,165,206,2011,6,16,3,0
0.8,1,0,1,0.2121,0.14,1,7,22,29,2011,1,30,6,1
0.74,1,0,3,0.697,0.72,19,75,184,259,2011,8,14,6,1
1.0,3,0,2,0.4091,0.4,2,0,2,2,2011,4,13,2,0
0.82,3,0,4,0.4091,0.4,17,35,122,157,2012,10,7,6,1
1.0,2,0,4,0.3788,0.36,1,0,4,4,2012,12,10,0,0
0.66,2,0,4,0.3182,0.32,5,1,25,26,2012,11,2,4,0
0.6,3,0,1,0.5152,0.54,13,6,77,83,2011,2,25,4,0
0.7,2,0,1,0.2121,0.24,3,0,2,2,2012,12,26,2,0
0.64,1,0,3,0.5152,0.54,1,35,82,117,2012,9,16,6,1
0.7,1,0,1,0.2727,0.28,8,0,27,27,2011,12,24,5,1
0.87,1,0,1,0.2727,0.22,8,10,92,102,2012,2,18,5,1
0.5,1,0,2,0.6212,0.62,18,40,234,274,2011,5,11,2,0
0.4,2,0,1,0.197,0.2,14,7,43,50,2011,1,7,4,0
0.4,1,0,1,0.3939,0.38,0,14,77,91,2012,1,8,6,1
0.68,1,0,3,0.5152,0.54,23,10,44,54,2011,9,18,6,1
0.23,1,0,2,0.5,0.52,0,12,33,45,2012,4,5,3,0
0.62,1,0,3,0.7424,0.78,8,36,106,142,2012,7,1,6,1
0.28,1,0,1,0.2727,0.28,11,57,198,255,2012,1,29,6,1
0.43,1,0,3,0.6818,0.76,12,187,276,463,2011,7,16,5,1
0.61,2,0,3,0.6364,0.68,22,21,177,198,2012,8,23,3,0
0.49,1,0,2,0.3333,0.34,7,10,45,55,2012,4,28,5,1
0.33,1,0,2,0.4394,0.44,16,51,256,307,2012,4,11,2,0
0.94,2,0,4,0.4545,0.46,7,17,229,246,2011,11,21,0,0
0.88,1,0,2,0.4394,0.44,0,4,29,33,2011,4,20,2,0
0.49,1,0,3,0.5303,0.56,8,34,622,656,2012,6,26,1,0
0.41,1,1,2,0.7879,0.86,17,102,202,304,2011,5,30,0,0
0.78,1,0,3,0.5758,0.6,8,27,696,723,2012,8,21,1,0
0.54,2,0,1,0.4394,0.44,18,26,211,237,2011,3,16,2,0
0.43,1,0,1,0.1364,0.18,11,9,55,64,2011,2,3,3,0
0.7,1,0,3,0.7273,0.76,1,16,55,71,2012,7,7,5,1
0.54,1,0,3,0.6212,0.66,21,48,265,313,2012,8,29,2,0
0.74,2,0,2,0.6212,0.66,4,7,10,17,2011,6,19,6,1
0.7,2,0,4,0.3333,0.3,9,14,303,317,2012,12,20,3,0
0.82,3,0,2,0.4848,0.5,10,6,34,40,2011,4,12,1,0
0.25,1,0,3,0.7273,0.86,14,66,188,254,2012,6,28,3,0
0.74,1,0,2,0.6364,0.68,20,95,180,275,2011,6,11,5,1
0.71,1,0,4,0.4242,0.42,8,34,711,745,2012,10,12,4,0
0.38,1,0,3,0.7273,0.82,14,71,171,242,2012,7,10,1,0
0.66,1,0,1,0.3485,0.36,1,15,78,93,2012,1,1,6,1
0.87,1,0,4,0.3333,0.3,5,0,28,28,2011,11,9,2,0
0.75,1,0,3,0.8939,0.82,21,38,187,225,2011,7,21,3,0
0.93,2,0,2,0.2273,0.26,10,10,55,65,2011,3,24,3,0
0.48,1,0,4,0.2273,0.24,9,19,257,276,2012,12,6,3,0
0.3,1,0,3,0.7424,0.86,12,45,112,157,2011,8,2,1,0
0.39,1,0,3,0.803,0.88,11,121,256,377,2012,7,1,6,1
0.41,1,0,2,0.4394,0.44,12,22,112,134,2011,4,6,2,0
0.54,1,0,4,0.4091,0.4,9,38,97,135,2011,11,13,6,1
0.89,2,0,3,0.6364,0.68,6,7,165,172,2012,9,4,1,0
0.65,1,0,3,0.6364,0.68,8,45,73,118,2011,7,17,6,1
0.49,1,0,3,0.7727,0.82,20,65,440,505,2012,7,19,3,0
0.54,1,0,1,0.1515,0.14,8,8,227,235,2011,2,23,2,0
0.73,1,0,4,0.5303,0.56,13,18,114,132,2011,10,14,4,0
0.63,2,0,2,0.4697,0.48,0,1,42,43,2012,4,26,3,0
0.65,2,0,4,0.3182,0.3,5,2,34,36,2012,11,16,4,0
0.83,1,0,3,0.5606,0.6,6,3,73,76,2011,9,2,4,0
0.87,1,0,4,0.2121,0.22,2,7,43,50,2011,10,30,6,1
0.65,1,0,4,0.6061,0.62,15,63,242,305,2012,10,25,3,0
0.87,3,0,4,0.303,0.32,7,1,106,107,2012,11,13,1,0
0.53,1,0,4,0.3333,0.34,20,23,158,181,2012,11,3,5,1
0.94,3,0,4,0.3939,0.38,0,0,14,14,2011,11,22,1,0
0.53,1,1,3,0.803,0.84,21,222,362,584,2012,7,4,2,0
0.75,1,0,3,0.7424,0.76,9,82,102,184,2011,8,7,6,1
0.63,1,0,4,0.4545,0.46,21,19,176,195,2012,10,16,1,0
0.94,1,0,2,0.5,0.52,2,18,50,68,2011,5,22,6,1
0.94,3,0,3,0.5606,0.64,0,1,15,16,2011,9,9,4,0
0.83,1,0,2,0.5152,0.54,3,0,2,2,2011,5,3,1,0
0.5,1,0,1,0.4091,0.4,23,12,40,52,2012,3,11,6,1
0.94,1,0,4,0.4545,0.46,1,2,9,11,2011,10,27,3,0
0.73,1,0,3,0.5909,0.6,4,2,8,10,2011,7,15,4,0
0.63,2,0,2,0.4848,0.5,14,240,311,551,2012,3,31,5,1
0.28,1,0,2,0.6364,0.7,14,66,174,240,2011,6,3,4,0
0.61,1,0,2,0.6212,0.66,9,27,170,197,2011,4,20,2,0
0.93,2,0,1,0.2576,0.24,9,2,107,109,2011,1,19,2,0
0.49,1,0,1,0.2879,0.32,21,4,55,59,2011,1,19,2,0
0.83,2,0,4,0.5303,0.56,5,1,42,43,2012,10,2,1,0
0.74,1,0,3,0.7121,0.74,18,60,473,533,2011,7,25,0,0
0.31,1,0,4,0.6212,0.62,15,166,211,377,2011,10,15,5,1
0.55,1,0,1,0.1667,0.16,11,6,93,99,2012,1,19,3,0
0.74,2,0,3,0.6364,0.68,9,34,316,350,2012,8,1,2,0
0.87,1,0,4,0.2879,0.28,2,2,6,8,2012,11,21,2,0
0.4,1,0,1,0.3939,0.38,18,11,414,425,2012,2,21,1,0
0.73,1,0,1,0.5455,0.58,19,75,480,555,2012,3,20,1,0
0.89,3,0,2,0.5758,0.64,10,29,96,125,2012,6,12,1,0
0.54,2,0,1,0.4394,0.44,17,37,216,253,2011,3,16,2,0
0.37,2,0,2,0.4091,0.4,13,120,269,389,2012,4,28,5,1
0.57,1,0,4,0.3485,0.36,22,27,175,202,2012,11,1,3,0
0.74,1,0,3,0.6667,0.7,7,28,289,317,2011,7,11,0,0
0.83,1,0,2,0.5152,0.54,21,47,204,251,2012,3,21,2,0
0.93,2,0,1,0.2576,0.28,23,2,35,37,2012,1,23,0,0
0.45,2,0,4,0.6818,0.76,15,41,255,296,2012,9,27,3,0
0.69,1,0,3,0.6061,0.64,4,2,8,10,2012,8,12,6,1
0.7,1,0,1,0.2576,0.24,5,0,20,20,2012,2,8,2,0
0.87,3,0,1,0.3939,0.38,9,7,87,94,2012,3,3,5,1
0.53,1,0,4,0.3485,0.34,9,21,330,351,2012,11,16,4,0
0.28,1,0,2,0.6515,0.72,10,33,106,139,2011,6,2,3,0
0.37,1,0,4,0.5303,0.56,15,304,420,724,2012,11,11,6,1
0.46,1,0,2,0.697,0.78,18,72,479,551,2011,6,7,1,0
0.31,1,0,2,0.6212,0.66,21,33,215,248,2011,6,2,3,0
0.52,1,0,3,0.7727,0.82,11,170,281,451,2012,7,15,6,1
0.82,1,0,2,0.4848,0.5,6,10,21,31,2012,4,21,5,1
0.66,2,1,4,0.4242,0.42,18,41,415,456,2012,10,8,0,0
0.88,1,0,1,0.4545,0.46,6,2,118,120,2012,3,19,0,0
0.42,1,0,1,0.2879,0.32,4,0,2,2,2012,2,28,1,0
0.62,2,0,4,0.3485,0.36,21,29,79,108,2011,11,19,5,1
0.3,1,0,1,0.2121,0.26,20,10,95,105,2012,2,25,5,1
0.59,1,0,3,0.803,0.82,10,30,54,84,2011,7,25,0,0
0.72,2,0,4,0.4848,0.5,11,9,107,116,2011,11,23,2,0
0.87,3,0,1,0.2879,0.3,11,1,9,10,2012,2,29,2,0
0.67,1,0,3,0.4697,0.48,23,17,106,123,2012,9,19,2,0
0.56,1,0,1,0.303,0.3,11,8,130,138,2012,1,6,4,0
0.87,2,0,1,0.2424,0.24,1,2,10,12,2012,2,9,3,0
0.39,1,0,1,0.2727,0.3,13,32,103,135,2011,2,12,5,1
0.3,1,0,4,0.5455,0.58,17,89,809,898,2012,9,24,0,0
0.78,2,0,2,0.6061,0.66,6,11,22,33,2011,6,19,6,1
0.35,1,0,4,0.6212,0.62,12,191,255,446,2011,10,8,5,1
0.26,1,0,2,0.4394,0.44,21,54,136,190,2012,4,6,4,0
0.6,1,0,4,0.2121,0.24,1,2,10,12,2012,11,14,2,0
0.46,1,0,1,0.3333,0.36,16,14,240,254,2012,2,21,1,0
0.78,1,0,2,0.5455,0.58,22,9,74,83,2012,5,15,1,0
0.48,1,0,3,0.6515,0.7,21,50,183,233,2011,6,24,4,0
0.58,2,0,3,0.6515,0.7,23,20,132,152,2012,7,11,2,0
0.4,1,0,4,0.3485,0.36,18,51,162,213,2011,10,30,6,1
0.83,1,0,3,0.5758,0.62,0,9,42,51,2011,8,26,4,0
0.84,2,1,3,0.6667,0.7,22,17,104,121,2012,9,3,0,0
0.76,2,0,4,0.3636,0.34,18,42,255,297,2012,12,1,5,1
0.69,1,0,2,0.5909,0.6,22,78,126,204,2011,5,21,5,1
0.61,1,0,4,0.2879,0.28,3,1,10,11,2012,11,4,6,1
0.94,1,1,4,0.4545,0.46,5,2,19,21,2011,10,10,0,0
0.49,1,0,4,0.2727,0.3,20,12,211,223,2012,11,13,1,0
0.37,1,0,3,0.6515,0.72,20,56,232,288,2011,8,11,3,0
0.71,2,0,1,0.3333,0.34,22,3,97,100,2012,2,21,1,0
0.62,1,0,4,0.4394,0.44,14,142,331,473,2012,12,2,6,1
0.7,1,0,2,0.3182,0.3,8,10,45,55,2011,4,2,5,1
0.74,2,0,1,0.1667,0.18,1,1,49,50,2012,1,22,6,1
0.69,1,0,1,0.2576,0.2,7,3,27,30,2012,12,24,0,0
0.74,1,0,3,0.7121,0.74,4,3,13,16,2012,7,7,5,1
0.66,1,0,3,0.697,0.74,21,50,236,286,2012,8,10,4,0
0.54,2,0,4,0.6515,0.7,14,105,294,399,2012,9,28,4,0
0.5,1,0,3,0.6212,0.64,8,53,433,486,2011,7,14,3,0
0.53,1,0,4,0.6212,0.62,17,94,497,591,2011,9,30,4,0
0.65,1,0,4,0.3333,0.3,2,6,31,37,2012,11,4,6,1
0.46,1,0,1,0.3333,0.34,21,5,58,63,2011,3,14,0,0
0.74,1,0,3,0.6667,0.7,23,39,54,93,2011,7,17,6,1
0.48,1,0,3,0.6667,0.74,11,171,225,396,2011,7,16,5,1
0.88,1,0,4,0.4545,0.46,1,15,63,78,2011,10,9,6,1
0.67,2,0,4,0.4394,0.44,19,19,200,219,2011,10,27,3,0
0.38,1,0,4,0.4242,0.42,13,52,226,278,2012,11,16,4,0
0.83,1,0,3,0.6061,0.66,23,19,152,171,2012,7,3,1,0
0.51,1,0,1,0.4545,0.46,15,101,164,265,2012,1,1,6,1
0.93,3,0,1,0.2879,0.3,0,0,8,8,2011,3,16,2,0
0.38,1,0,2,0.6212,0.62,19,91,554,645,2012,6,4,0,0
0.62,1,0,3,0.6818,0.74,22,40,169,209,2012,7,23,0,0
0.56,1,0,3,0.5455,0.58,20,40,421,461,2012,9,11,1,0
0.48,1,0,2,0.5,0.52,12,65,207,272,2012,5,10,3,0
0.78,2,0,3,0.6061,0.66,8,32,649,681,2012,8,1,2,0
0.78,1,0,3,0.5909,0.64,6,12,160,172,2012,8,15,2,0
0.4,1,0,2,0.5303,0.56,10,57,99,156,2011,4,29,4,0
0.75,1,0,4,0.2879,0.28,3,0,2,2,2011,11,25,4,0
0.37,1,0,3,0.6515,0.72,11,60,115,175,2011,8,30,1,0
0.42,1,0,3,0.8485,0.9,13,118,206,324,2011,8,7,6,1
0.64,1,0,1,0.197,0.18,7,9,119,128,2011,3,8,1,0
0.71,3,0,4,0.303,0.34,5,1,21,22,2011,11,17,3,0
0.74,1,0,3,0.6667,0.7,7,24,492,516,2012,7,24,1,0
0.58,2,0,4,0.6667,0.72,16,73,399,472,2012,9,27,3,0
0.46,1,0,1,0.3182,0.34,3,1,1,2,2011,2,14,0,0
0.94,3,0,1,0.5,0.52,7,3,167,170,2012,3,20,1,0
0.8,1,0,1,0.2273,0.22,6,3,32,35,2011,3,15,1,0
0.53,1,0,1,0.6212,0.64,14,52,160,212,2012,3,13,1,0
0.4,1,0,3,0.6515,0.74,13,140,231,371,2011,6,25,5,1
0.32,1,1,1,0.2121,0.24,7,0,16,16,2012,1,2,0,0
0.83,1,0,3,0.6061,0.66,1,37,38,75,2011,9,4,6,1
0.52,1,0,4,0.2727,0.3,2,7,24,31,2011,11,5,5,1
0.33,1,0,3,0.6515,0.74,20,55,285,340,2011,6,30,3,0
0.68,1,0,3,0.5152,0.54,0,14,31,45,2012,9,17,0,0
0.71,1,0,4,0.4242,0.42,6,0,92,92,2011,10,26,2,0
0.72,2,0,4,0.4848,0.5,9,29,305,334,2012,10,23,1,0
0.72,1,0,3,0.4545,0.46,3,7,21,28,2011,9,17,5,1
0.87,2,0,2,0.3939,0.38,5,1,3,4,2011,4,16,5,1
0.6,1,0,4,0.6061,0.6,9,58,326,384,2012,10,5,4,0
0.42,2,0,1,0.1212,0.08,11,6,40,46,2012,1,4,2,0
0.49,1,0,3,0.7424,0.8,13,181,302,483,2012,7,29,6,1
0.31,1,0,2,0.4545,0.46,13,89,202,291,2012,4,5,3,0
0.68,1,0,2,0.5303,0.56,9,91,183,274,2012,6,17,6,1
0.43,1,0,2,0.6212,0.62,11,109,225,334,2012,5,18,4,0
0.49,1,0,1,0.2879,0.32,16,11,91,102,2011,2,25,4,0
0.61,2,0,4,0.2879,0.3,5,0,25,25,2011,10,28,4,0
0.7,1,0,1,0.2727,0.26,1,0,43,43,2012,2,4,5,1
0.73,1,0,3,0.5303,0.56,0,11,46,57,2012,9,13,3,0
0.77,1,0,4,0.4394,0.44,6,5,189,194,2012,9,25,1,0
0.36,2,1,1,0.3636,0.34,5,1,2,3,2011,2,21,0,0
0.37,1,0,1,0.6364,0.7,17,62,614,676,2012,3,13,1,0
0.83,2,0,3,0.6061,0.66,12,25,151,176,2011,9,22,3,0
0.69,2,0,3,0.6212,0.66,4,3,9,12,2012,8,25,5,1
0.76,2,0,2,0.3182,0.32,20,17,186,203,2012,4,23,0,0
0.49,2,0,3,0.7424,0.8,0,11,32,43,2011,8,3,2,0
0.83,1,0,3,0.5758,0.64,2,0,13,13,2012,8,1,2,0
0.74,1,0,1,0.1667,0.14,4,0,1,1,2011,1,25,1,0
0.67,1,0,4,0.4697,0.48,7,12,61,73,2012,9,29,5,1
0.41,1,0,4,0.6212,0.62,13,233,453,686,2012,9,29,5,1
0.59,1,0,3,0.7727,0.8,14,66,187,253,2012,9,7,4,0
0.71,1,1,4,0.3485,0.36,21,7,19,26,2011,11,24,3,0
0.52,2,0,4,0.2879,0.3,21,16,186,202,2012,12,12,2,0
0.71,1,0,2,0.3636,0.34,7,13,376,389,2012,4,25,2,0
0.67,3,0,3,0.4697,0.48,18,22,222,244,2011,9,15,3,0
0.37,1,0,1,0.1212,0.16,15,9,68,77,2012,1,3,1,0
0.7,1,0,3,0.697,0.74,10,31,104,135,2011,6,22,2,0
0.58,1,0,3,0.6515,0.7,22,55,223,278,2012,7,25,2,0
0.84,1,0,3,0.6667,0.7,23,23,64,87,2011,7,25,0,0
0.83,1,0,4,0.5152,0.54,5,2,8,10,2012,10,6,5,1
0.72,1,0,3,0.5,0.52,2,2,9,11,2012,9,12,2,0
0.63,1,0,2,0.4848,0.5,6,5,11,16,2012,4,15,6,1
0.75,1,0,4,0.2879,0.28,9,32,80,112,2012,11,23,4,0
0.87,2,0,1,0.4091,0.4,11,33,181,214,2012,3,3,5,1
0.56,1,0,4,0.3182,0.3,18,8,349,357,2011,12,12,0,0
0.42,2,0,1,0.303,0.3,12,8,168,176,2012,2,10,4,0
0.57,2,0,4,0.3485,0.36,13,46,171,217,2012,12,20,3,0
0.72,2,0,2,0.4848,0.5,10,15,60,75,2011,4,19,1,0
0.94,2,0,1,0.4394,0.44,7,8,296,304,2012,3,1,3,0
0.83,1,0,2,0.5455,0.58,3,11,21,32,2012,5,5,5,1
0.82,1,0,4,0.4545,0.46,8,31,803,834,2012,10,18,3,0
0.42,1,0,3,0.6364,0.7,22,49,173,222,2011,7,1,4,0
0.7,1,0,3,0.697,0.74,16,42,374,416,2012,9,6,3,0
0.57,2,0,1,0.3485,0.32,20,7,144,151,2012,2,10,4,0
0.89,3,0,3,0.6364,0.68,22,11,66,77,2011,8,3,2,0
0.66,1,0,4,0.3333,0.32,23,4,84,88,2012,12,19,2,0
0.5,1,0,1,0.3939,0.38,1,1,9,10,2012,3,12,0,0
0.69,2,0,3,0.6364,0.68,10,138,287,425,2012,8,19,6,1
0.62,1,0,3,0.6818,0.74,20,78,170,248,2011,8,20,5,1
0.87,1,0,4,0.303,0.26,8,7,48,55,2011,12,4,6,1
0.32,1,0,1,0.4242,0.42,15,25,146,171,2012,2,6,0,0
0.78,1,0,3,0.5758,0.6,5,2,38,40,2012,8,22,2,0
0.39,2,0,3,0.8333,0.9,18,96,511,607,2012,7,5,3,0
0.8,1,0,4,0.2727,0.22,3,0,1,1,2011,12,2,4,0
0.72,1,0,3,0.4848,0.5,5,4,44,48,2012,9,12,2,0
0.41,1,0,2,0.6212,0.64,15,48,131,179,2011,5,11,2,0
0.83,2,0,3,0.5606,0.6,5,0,20,20,2011,9,2,4,0
0.65,2,0,1,0.2576,0.26,11,5,97,102,2012,2,8,2,0
0.73,3,0,2,0.5152,0.54,14,43,137,180,2011,5,19,3,0
0.16,1,0,1,0.4091,0.4,9,18,37,55,2011,2,19,5,1
0.5,2,0,1,0.3485,0.36,19,11,270,281,2012,2,14,1,0
0.88,2,0,2,0.4697,0.48,6,2,36,38,2011,4,5,1,0
0.58,2,0,1,0.4394,0.44,0,12,34,46,2012,2,24,4,0
0.67,1,0,4,0.4545,0.46,12,21,158,179,2011,11,7,0,0
0.6,3,0,2,0.5455,0.58,23,16,38,54,2011,4,11,0,0
0.94,3,0,2,0.4848,0.5,16,49,128,177,2012,3,24,5,1
0.67,2,0,2,0.4242,0.42,10,29,66,95,2011,4,7,3,0
0.94,1,0,2,0.5303,0.56,1,4,19,23,2011,6,17,4,0
0.3,1,0,1,0.2576,0.28,13,6,65,71,2011,1,5,2,0
0.66,1,0,2,0.3333,0.32,5,2,25,27,2012,4,3,1,0
0.39,1,0,4,0.6212,0.66,14,80,213,293,2012,9,25,1,0
0.34,2,0,1,0.3333,0.36,11,17,170,187,2012,3,9,4,0
0.6,2,0,1,0.5303,0.56,12,27,224,251,2012,3,8,3,0
0.45,2,0,3,0.6515,0.72,14,113,258,371,2012,9,14,4,0
0.35,1,0,3,0.7879,0.88,19,112,306,418,2012,7,6,4,0
0.8,2,0,1,0.1515,0.16,23,1,51,52,2012,1,21,5,1
0.88,1,0,4,0.4394,0.44,1,3,25,28,2011,10,7,4,0
0.66,1,0,3,0.7273,0.76,20,89,368,457,2012,8,6,0,0
0.79,1,0,3,0.6667,0.7,2,2,7,9,2011,7,12,1,0
0.65,1,0,1,0.303,0.26,20,0,52,52,2012,12,23,6,1
0.28,1,0,3,0.7576,0.88,15,49,114,163,2011,7,26,1,0
0.93,3,0,1,0.2576,0.22,7,0,4,4,2011,2,5,5,1
0.72,1,0,4,0.4394,0.44,9,29,109,138,2011,11,20,6,1
1.0,2,0,2,0.3182,0.32,0,0,18,18,2011,4,23,5,1
0.35,1,0,2,0.6667,0.76,11,218,351,569,2012,6,9,5,1
0.88,3,0,4,0.4394,0.44,0,2,20,22,2012,10,29,0,0
0.88,2,0,1,0.5,0.52,4,0,6,6,2012,3,20,1,0
0.84,1,0,3,0.6667,0.7,6,12,37,49,2012,8,4,5,1
0.7,1,0,3,0.6818,0.72,0,14,83,97,2012,7,27,4,0
0.55,1,0,3,0.697,0.76,2,2,3,5,2011,7,13,2,0
0.4,1,0,3,0.6515,0.74,12,140,252,392,2011,6,25,5,1
0.43,2,0,4,0.3939,0.38,13,16,131,147,2011,11,30,2,0
0.54,1,0,3,0.6515,0.7,5,0,18,18,2011,7,27,2,0
0.7,1,0,3,0.6818,0.72,7,24,459,483,2012,7,16,0,0
0.7,2,0,3,0.7273,0.76,9,30,211,241,2011,7,8,4,0
0.43,1,0,1,0.3939,0.38,20,10,108,118,2011,2,16,2,0
0.57,1,0,4,0.3333,0.36,21,6,130,136,2011,11,10,3,0
0.31,1,0,2,0.4848,0.5,15,98,171,269,2012,4,5,3,0
0.76,1,0,2,0.4091,0.4,5,0,16,16,2011,4,18,0,0
0.73,1,0,2,0.5909,0.6,22,23,83,106,2011,4,25,0,0
0.45,1,0,1,0.2424,0.28,19,3,88,91,2011,2,2,2,0
0.54,2,0,3,0.6515,0.7,6,7,120,127,2012,7,13,4,0
0.73,1,0,3,0.5909,0.6,3,6,31,37,2012,9,15,5,1
0.41,1,0,2,0.4394,0.44,20,33,279,312,2012,4,5,3,0
0.71,2,0,1,0.3182,0.36,4,1,5,6,2012,12,21,4,0
