humidity,weather,holiday,season,feeling_temp,temp,hour,count,year,month,day
0.81,1,0,4,0.3636,0.34,3,48,2012,11,6
0.4,2,0,3,0.6818,0.76,12,379,2012,7,4
0.39,1,0,1,0.4848,0.5,20,170,2012,1,5
0.88,2,0,3,0.5455,0.6,3,43,2012,7,6
0.62,1,0,2,0.7424,0.78,19,285,2011,5,1
0.7,2,0,1,0.3182,0.3,6,87,2012,2,3
0.8,2,0,1,0.197,0.16,15,47,2011,1,1
0.77,2,0,2,0.4394,0.44,2,35,2011,5,0
0.43,1,0,1,0.1515,0.16,22,77,2011,2,1
0.42,1,0,1,0.4848,0.5,13,313,2011,12,5
0.75,1,0,4,0.197,0.2,8,397,2011,12,0
0.3,1,0,3,0.7273,0.84,15,483,2012,6,5
0.89,1,0,3,0.5758,0.64,21,272,2012,9,3
0.51,1,0,3,0.6667,0.72,9,232,2012,6,6
0.38,1,0,3,0.7121,0.8,19,423,2012,6,6
0.51,2,0,2,0.6667,0.72,13,249,2012,5,1
0.48,2,0,4,0.4697,0.48,17,494,2011,10,3
0.81,1,0,4,0.3333,0.3,6,92,2011,11,2
0.76,1,0,1,0.4091,0.4,14,141,2012,2,3
0.61,3,0,2,0.6515,0.7,20,204,2012,5,1
0.61,1,0,4,0.3182,0.3,0,102,2012,11,6
0.88,1,0,3,0.5606,0.62,1,7,2012,8,0
0.33,1,0,4,0.4394,0.44,16,469,2012,11,2
0.73,2,0,2,0.6061,0.64,16,315,2012,5,0
0.84,2,0,2,0.7121,0.72,2,6,2011,6,3
0.66,1,0,2,0.303,0.32,0,23,2012,4,3
0.94,2,0,4,0.5152,0.6,5,22,2011,9,2
0.61,2,0,1,0.303,0.28,1,13,2012,2,4
0.83,1,0,3,0.5606,0.6,4,9,2011,9,2
0.68,1,0,2,0.5303,0.56,8,126,2011,5,5
0.94,3,0,4,0.4242,0.42,19,54,2012,10,6
0.61,1,0,4,0.3182,0.32,10,273,2012,12,5
0.55,3,0,3,0.697,0.76,12,161,2011,8,2
0.43,1,0,2,0.6212,0.6,12,348,2012,5,3
0.81,2,0,1,0.2879,0.28,0,19,2011,3,5
0.34,1,0,2,0.5,0.52,10,182,2012,4,2
0.89,2,0,3,0.5909,0.66,3,43,2012,9,5
0.16,1,0,3,0.7727,0.92,17,320,2011,7,6
0.72,1,0,2,0.4394,0.44,7,401,2012,5,3
0.56,1,0,4,0.2576,0.28,8,691,2012,11,2
0.66,1,0,4,0.3485,0.32,20,165,2011,11,5
0.63,2,0,1,0.4545,0.46,14,159,2011,12,3
0.79,1,0,3,0.6364,0.68,1,28,2011,6,2
0.38,1,0,1,0.4545,0.46,18,246,2012,2,5
0.77,3,0,2,0.4848,0.5,0,33,2012,5,3
0.78,1,0,3,0.5758,0.6,6,105,2011,9,3
0.6,1,0,2,0.5455,0.58,19,410,2011,5,3
0.65,1,0,3,0.6364,0.68,8,118,2011,7,6
0.58,2,0,2,0.4091,0.4,6,75,2011,4,3
0.69,1,0,2,0.6212,0.66,19,448,2012,5,0
0.88,2,0,4,0.4545,0.46,5,21,2011,10,1
0.81,1,0,4,0.3333,0.3,7,251,2011,11,2
0.88,1,0,2,0.5303,0.56,5,31,2011,6,0
0.66,2,0,1,0.3333,0.34,18,175,2011,2,0
0.83,1,0,3,0.5606,0.6,7,370,2011,9,2
0.83,2,0,3,0.6061,0.66,8,455,2012,7,0
0.18,1,0,2,0.5152,0.54,18,517,2012,4,5
0.73,1,0,3,0.6061,0.64,6,18,2012,7,6
0.88,1,0,2,0.5455,0.58,3,5,2011,6,0
0.77,1,0,2,0.4242,0.42,3,18,2011,5,5
0.58,1,0,3,0.6818,0.74,20,471,2012,8,3
0.72,1,0,4,0.4545,0.46,9,111,2011,11,6
0.7,1,0,1,0.2879,0.24,6,9,2012,2,5
0.64,1,0,2,0.6061,0.6,10,482,2012,4,5
0.84,1,0,3,0.7121,0.72,1,122,2012,8,5
0.72,2,0,2,0.4848,0.5,16,214,2011,5,6
0.64,2,0,1,0.2121,0.2,9,170,2011,12,3
0.79,1,0,3,0.7121,0.74,2,12,2012,6,4
0.59,1,0,2,0.5,0.52,8,97,2012,4,6
0.42,1,0,2,0.6364,0.7,19,467,2012,6,4
0.64,1,0,1,0.2727,0.22,4,2,2012,2,1
0.65,2,0,2,0.6364,0.68,2,6,2012,6,1
0.72,1,0,3,0.4545,0.46,0,108,2011,9,5
0.67,2,0,2,0.4242,0.42,12,445,2012,4,6
0.53,1,0,3,0.803,0.84,18,794,2012,7,0
0.28,1,0,1,0.4091,0.4,19,150,2011,3,2
0.87,1,0,4,0.4091,0.4,0,24,2011,11,3
0.77,2,0,1,0.4394,0.44,15,110,2011,1,5
0.58,2,0,2,0.6818,0.74,13,204,2011,5,0
0.83,1,0,3,0.6061,0.66,3,5,2011,6,4
0.48,1,0,2,0.4697,0.48,23,135,2012,5,3
0.82,1,0,2,0.4545,0.46,13,263,2011,4,6
0.47,1,0,3,0.6364,0.68,22,187,2011,6,5
0.56,1,0,4,0.2879,0.3,23,205,2012,11,1
0.41,1,0,3,0.7121,0.8,11,149,2011,8,2
0.54,1,0,3,0.6667,0.72,21,215,2011,8,1
0.7,1,0,3,0.6515,0.7,10,142,2011,9,2
0.84,2,0,3,0.7273,0.74,2,6,2011,7,3
0.56,2,0,1,0.2424,0.26,10,162,2012,12,4
0.25,1,0,1,0.3485,0.34,15,72,2011,2,2
0.39,1,0,3,0.6515,0.72,16,491,2012,9,3
0.65,1,0,1,0.2879,0.26,1,20,2011,12,4
0.84,1,0,3,0.7121,0.72,20,183,2011,8,6
0.93,2,0,2,0.2273,0.26,10,65,2011,3,3
0.76,1,0,4,0.3939,0.38,1,17,2012,10,2
0.5,2,0,1,0.1212,0.14,6,8,2012,1,6
0.72,2,0,4,0.5,0.52,21,209,2012,10,5
0.36,1,0,1,0.3939,0.38,13,75,2011,3,0
0.38,1,0,3,0.6212,0.62,10,196,2012,9,1
1.0,2,0,1,0.2424,0.26,22,68,2012,1,0
0.83,1,0,4,0.5606,0.6,8,431,2011,9,3
0.77,2,1,4,0.5152,0.54,23,63,2012,11,0
0.46,1,0,4,0.303,0.34,23,87,2012,11,3
0.45,2,0,1,0.303,0.3,14,81,2011,1,3
0.65,1,1,3,0.6364,0.68,7,72,2012,7,2
0.83,3,0,2,0.6364,0.68,16,350,2011,6,6
0.36,1,0,1,0.303,0.32,14,136,2012,3,1
0.81,2,0,4,0.2879,0.26,1,95,2012,12,5
0.87,2,0,4,0.3636,0.34,5,9,2012,12,6
0.8,2,0,4,0.1818,0.16,8,385,2011,12,0
0.62,2,0,2,0.6818,0.72,15,343,2012,5,4
0.48,2,0,3,0.6818,0.76,10,262,2012,8,4
0.55,1,0,3,0.7576,0.8,23,131,2012,7,3
0.78,2,0,2,0.5455,0.58,22,217,2012,5,5
0.94,1,1,2,0.5606,0.64,1,79,2011,5,0
0.4,1,0,3,0.6212,0.6,4,11,2012,6,2
0.93,3,0,4,0.197,0.22,18,43,2011,10,5
0.49,1,0,2,0.5455,0.58,23,86,2012,6,0
0.49,1,0,3,0.7879,0.84,12,237,2012,7,0
0.35,1,0,4,0.6212,0.62,12,446,2011,10,5
0.88,2,0,2,0.5152,0.54,1,12,2011,5,2
0.42,1,0,2,0.6364,0.7,12,336,2012,6,3
0.7,1,1,3,0.697,0.74,16,500,2012,9,0
0.83,2,0,2,0.5152,0.54,2,93,2012,5,6
0.55,1,0,2,0.6818,0.74,17,798,2012,5,3
0.87,1,0,1,0.3788,0.36,6,64,2011,12,3
0.82,1,0,1,0.4697,0.48,2,11,2011,12,3
0.71,2,0,4,0.3333,0.34,6,148,2012,11,1
0.77,1,0,2,0.5152,0.54,23,125,2012,3,2
0.37,1,0,1,0.3939,0.38,19,282,2012,2,4
0.88,1,0,4,0.4545,0.46,23,131,2012,10,4
0.41,1,0,1,0.4697,0.48,12,101,2011,2,3
0.87,2,1,1,0.2121,0.24,19,49,2011,2,0
0.6,3,0,2,0.5303,0.56,1,14,2012,6,0
0.55,1,0,3,0.6818,0.74,16,275,2011,6,0
0.94,3,0,4,0.4545,0.46,9,82,2011,11,2
0.25,1,0,1,0.2576,0.22,13,80,2011,3,3
0.82,1,0,2,0.4242,0.42,4,10,2011,5,6
0.36,1,0,3,0.7576,0.86,17,537,2011,7,1
0.55,1,0,3,0.6818,0.74,8,424,2011,7,1
0.69,1,0,2,0.6061,0.62,11,118,2011,4,2
0.7,2,0,3,0.6515,0.7,19,381,2011,9,2
0.63,2,0,2,0.4697,0.48,0,43,2012,4,3
0.36,1,0,4,0.2727,0.3,15,198,2012,11,5
0.61,1,0,2,0.6515,0.7,19,492,2012,5,3
0.23,1,0,1,0.3485,0.34,14,135,2012,2,0
0.69,1,0,3,0.6212,0.66,5,20,2011,7,1
0.88,2,0,4,0.4545,0.46,6,175,2012,10,2
0.62,1,0,2,0.6818,0.72,19,311,2011,6,6
0.83,1,0,3,0.6061,0.66,6,167,2012,8,3
0.7,2,0,3,0.6818,0.72,9,162,2011,8,3
0.48,1,0,2,0.5,0.52,18,439,2011,4,4
0.64,1,1,4,0.5303,0.56,15,382,2012,11,0
0.83,1,0,2,0.5455,0.58,20,283,2011,5,1
0.67,1,0,4,0.4545,0.46,20,248,2011,10,1
0.6,1,0,1,0.2273,0.24,10,66,2011,3,4
0.55,1,0,2,0.5,0.52,8,634,2012,5,3
0.54,1,0,1,0.4091,0.4,15,82,2011,1,2
0.42,1,0,1,0.2879,0.32,7,263,2012,1,2
0.34,1,0,1,0.3333,0.36,12,201,2012,3,4
0.48,2,0,4,0.4697,0.48,14,299,2011,11,5
0.49,1,0,1,0.2879,0.32,23,20,2011,2,0
0.88,2,0,4,0.5455,0.6,9,175,2011,9,5
0.72,3,0,4,0.4545,0.46,16,131,2011,12,3
0.94,3,0,4,0.4545,0.46,5,13,2011,11,2
0.4,1,0,4,0.3485,0.36,12,236,2012,11,3
0.65,1,0,4,0.2879,0.24,7,365,2012,11,0
0.5,1,0,1,0.3636,0.36,2,38,2012,1,5
0.32,1,0,3,0.7273,0.84,17,532,2012,6,6
0.27,1,0,2,0.3485,0.36,13,211,2012,3,1
0.81,2,0,4,0.303,0.3,6,100,2012,11,1
0.5,1,0,2,0.4242,0.42,8,440,2011,5,3
0.66,1,0,3,0.697,0.74,9,169,2011,7,6
0.39,2,0,4,0.303,0.34,13,137,2011,12,4
0.28,1,0,1,0.4091,0.4,14,134,2012,2,1
0.59,2,0,2,0.5,0.52,20,309,2012,4,0
0.94,1,0,2,0.4848,0.5,5,12,2011,4,6
0.56,1,0,1,0.5303,0.56,10,188,2012,3,2
0.87,1,0,4,0.2727,0.26,6,103,2011,11,2
0.83,2,0,4,0.5303,0.56,8,406,2011,10,1
0.52,1,0,4,0.2727,0.3,3,8,2011,11,5
0.83,1,0,2,0.5758,0.62,20,201,2011,6,3
0.41,1,0,1,0.197,0.24,23,91,2012,2,5
0.33,2,0,1,0.4697,0.48,21,239,2012,2,2
0.78,2,0,4,0.5909,0.64,16,449,2011,9,5
0.4,1,0,2,0.6212,0.6,21,316,2012,6,5
0.82,1,0,2,0.4394,0.44,3,5,2011,3,1
0.43,1,0,4,0.5455,0.58,14,195,2011,10,3
0.47,2,1,1,0.197,0.18,12,80,2011,1,0
0.74,2,0,4,0.6212,0.66,14,390,2011,9,5
0.6,1,0,1,0.2273,0.24,23,23,2011,1,4
0.84,1,0,3,0.6667,0.7,15,68,2011,8,6
0.51,1,0,1,0.2273,0.22,18,163,2011,1,3
0.62,1,0,1,0.4091,0.4,9,185,2011,3,3
0.7,1,0,1,0.2879,0.24,6,15,2012,1,5
0.78,1,0,3,0.5455,0.58,7,77,2012,9,5
0.93,4,0,1,0.197,0.22,16,36,2011,1,2
0.81,2,0,4,0.303,0.3,2,7,2012,10,2
0.87,1,0,4,0.3333,0.3,5,28,2011,11,2
0.41,1,0,3,0.7424,0.82,10,261,2011,7,5
0.6,1,0,3,0.6061,0.6,21,306,2012,9,2
0.77,1,0,3,0.4394,0.44,4,1,2011,9,6
0.69,2,0,3,0.6212,0.66,22,259,2012,8,3
0.7,1,0,3,0.6818,0.72,22,288,2012,8,2
0.52,1,0,4,0.5303,0.56,23,62,2011,10,6
0.52,1,0,4,0.2576,0.28,9,142,2011,11,5
0.7,2,0,3,0.697,0.74,15,132,2011,8,3
0.83,2,0,3,0.6061,0.66,8,672,2012,9,1
0.65,1,0,1,0.2879,0.28,22,55,2011,12,3
0.73,1,0,3,0.6061,0.64,5,18,2011,8,5
0.57,1,0,2,0.6212,0.62,21,229,2012,4,6
0.36,1,0,2,0.6212,0.66,11,369,2011,6,5
0.35,1,0,3,0.6667,0.76,12,233,2011,6,3
0.69,1,0,2,0.6061,0.62,0,27,2011,4,1
0.41,1,0,2,0.6364,0.68,12,603,2012,6,5
0.7,2,0,3,0.697,0.74,11,198,2012,9,1
0.77,2,0,2,0.4394,0.44,4,7,2012,4,6
0.83,1,0,3,0.5758,0.62,3,9,2012,8,3
0.47,1,0,1,0.197,0.18,21,39,2011,1,4
0.7,1,0,4,0.3182,0.28,23,85,2011,11,5
0.69,2,0,2,0.6061,0.62,10,177,2012,5,2
0.51,1,0,3,0.6667,0.72,17,590,2011,9,0
0.7,1,0,3,0.7273,0.76,22,202,2012,8,4
0.66,3,0,3,0.697,0.74,17,512,2012,8,5
0.94,2,0,3,0.5909,0.66,5,51,2012,7,0
0.89,2,0,3,0.6364,0.68,5,43,2012,8,2
0.56,1,0,1,0.2727,0.28,8,37,2011,3,6
0.0,2,0,1,0.4394,0.44,17,111,2011,3,3
0.55,1,0,2,0.5,0.52,8,374,2011,5,0
0.53,1,0,2,0.6212,0.6,0,48,2012,6,3
0.65,1,0,2,0.2273,0.24,23,33,2011,3,3
0.44,1,0,2,0.6212,0.64,14,394,2012,4,4
0.69,2,0,3,0.6061,0.64,8,124,2012,8,6
0.52,1,0,1,0.2727,0.28,6,104,2012,1,1
0.88,3,0,3,0.5152,0.54,20,163,2011,9,1
0.88,3,0,3,0.5455,0.58,19,215,2012,9,5
0.66,3,0,1,0.3333,0.32,9,104,2011,12,1
0.84,2,0,3,0.7273,0.74,1,21,2011,7,3
0.65,1,0,2,0.6515,0.7,13,203,2011,4,0
0.31,1,0,4,0.6212,0.6,13,328,2012,9,0
0.46,1,0,2,0.6212,0.6,9,300,2012,6,6
0.42,1,0,1,0.3182,0.34,13,87,2011,3,4
0.35,1,0,1,0.2121,0.24,21,85,2012,2,5
0.66,1,0,3,0.697,0.74,2,8,2012,7,2
0.69,2,0,2,0.6061,0.62,13,170,2011,5,0
0.59,2,0,4,0.5,0.52,3,29,2012,9,5
0.45,1,0,3,0.6364,0.7,19,488,2012,8,5
0.82,2,0,4,0.4545,0.46,10,129,2011,10,0
0.81,2,0,2,0.3485,0.36,12,202,2011,4,5
0.81,3,0,1,0.2424,0.26,10,41,2012,12,5
0.24,1,0,2,0.4394,0.44,4,5,2012,4,0
0.74,2,0,2,0.6212,0.66,14,242,2012,5,4
0.55,1,0,1,0.1818,0.18,10,39,2011,1,2
0.33,1,0,1,0.4394,0.44,19,154,2011,3,5
0.71,1,1,4,0.4242,0.42,0,49,2012,11,0
0.41,1,0,3,0.2424,0.82,12,365,2012,8,4
0.74,1,0,3,0.697,0.72,0,37,2012,9,2
0.72,1,0,2,0.4848,0.5,5,29,2012,6,4
0.82,1,0,3,0.4848,0.5,6,195,2012,9,3
0.23,1,0,1,0.4848,0.5,17,385,2012,3,5
0.7,2,0,4,0.303,0.32,5,24,2011,12,3
0.78,2,0,2,0.5758,0.6,7,480,2012,6,1
0.46,2,0,4,0.3333,0.36,21,156,2012,11,4
0.69,1,0,1,0.2273,0.22,5,2,2011,3,5
0.78,3,0,3,0.5909,0.64,2,85,2012,8,5
0.93,2,0,1,0.2424,0.24,18,282,2012,1,0
0.51,1,0,2,0.6667,0.74,15,175,2011,4,0
0.88,1,0,4,0.4545,0.46,23,84,2012,12,0
0.67,2,0,4,0.4545,0.46,11,108,2011,11,3
0.47,1,0,3,0.7727,0.84,10,231,2012,7,4
0.66,1,0,2,0.7273,0.76,14,564,2012,5,5
0.3,1,0,2,0.6515,0.72,15,672,2012,5,5
0.66,2,0,4,0.3333,0.36,22,74,2012,11,6
0.63,2,0,3,0.7879,0.8,19,469,2012,8,4
0.83,2,0,4,0.5,0.52,4,6,2011,11,1
0.7,2,0,1,0.2273,0.24,1,6,2011,1,4
0.6,3,0,1,0.5152,0.54,13,83,2011,2,4
0.36,2,0,2,0.2879,0.3,19,135,2011,3,4
0.83,2,0,2,0.5455,0.58,1,27,2012,5,1
0.55,3,0,3,0.697,0.76,18,274,2011,8,3
0.59,1,0,3,0.803,0.82,21,190,2011,7,4
0.87,3,0,4,0.3333,0.34,22,21,2012,12,3
0.46,2,0,1,0.3939,0.38,18,406,2012,2,1
0.88,1,0,2,0.5455,0.58,6,112,2011,6,0
0.37,1,0,3,0.6667,0.76,17,635,2012,8,5
0.88,1,0,1,0.4545,0.46,20,235,2012,3,4
0.51,1,0,2,0.4545,0.46,10,406,2012,4,5
0.48,1,0,3,0.6818,0.76,15,204,2011,8,2
0.65,1,0,4,0.2424,0.24,23,93,2012,12,3
0.5,1,0,1,0.4091,0.4,18,383,2012,1,4
0.67,1,0,3,0.4697,0.48,3,8,2012,9,1
0.58,1,0,3,0.6818,0.74,13,350,2011,9,6
0.83,2,0,4,0.5,0.52,15,107,2011,10,3
0.4,1,0,1,0.2576,0.2,10,51,2011,2,2
0.33,1,0,4,0.3333,0.32,12,165,2011,11,4
0.94,2,0,1,0.4394,0.44,7,304,2012,3,3
0.7,2,0,4,0.3333,0.3,7,350,2012,12,3
0.42,1,0,1,0.0606,0.08,0,9,2012,1,2
0.69,1,0,2,0.6212,0.66,20,279,2011,6,6
0.7,3,1,1,0.2273,0.26,23,28,2012,1,0
0.47,1,0,1,0.1818,0.2,14,44,2011,1,2
0.65,1,0,3,0.6515,0.7,1,39,2011,7,1
0.93,2,1,1,0.2273,0.22,5,3,2012,12,1
1.0,3,0,1,0.4091,0.4,17,79,2011,2,0
0.78,2,0,3,0.5909,0.62,1,15,2011,6,0
0.41,1,0,3,0.7727,0.84,12,171,2011,7,3
0.42,1,0,1,0.3333,0.34,3,32,2012,1,6
0.57,1,0,1,0.3182,0.32,4,4,2011,2,3
0.49,1,0,3,0.7424,0.8,13,226,2012,7,0
0.89,3,0,3,0.5758,0.64,15,391,2012,8,6
0.87,1,0,2,0.3636,0.34,5,6,2012,4,6
0.66,1,0,2,0.6818,0.72,7,267,2011,6,4
0.66,1,0,2,0.697,0.74,12,570,2012,5,6
0.56,2,0,4,0.2424,0.26,3,2,2012,12,3
0.5,1,0,3,0.6212,0.62,23,171,2012,9,5
0.33,1,0,2,0.6515,0.74,14,451,2011,6,5
0.88,1,0,4,0.4242,0.42,7,277,2011,11,0
0.58,1,0,1,0.1061,0.08,7,2,2011,1,6
0.87,2,0,4,0.3182,0.28,8,372,2011,10,0
0.43,1,0,3,0.7273,0.8,12,602,2012,6,5
0.93,3,0,2,0.2727,0.26,17,116,2011,3,2
0.47,1,0,1,0.1364,0.16,4,1,2011,1,0
0.4,1,0,2,0.8788,0.92,14,155,2011,6,2
0.77,3,0,4,0.5152,0.54,22,207,2012,10,0
0.38,1,0,4,0.6212,0.62,0,180,2012,9,6
0.88,1,0,2,0.5303,0.56,5,22,2012,5,5
0.87,3,0,4,0.4091,0.4,21,114,2011,11,0
0.39,1,0,2,0.6364,0.7,14,628,2012,4,6
0.94,2,0,2,0.4848,0.5,11,273,2012,3,5
0.6,1,0,4,0.5152,0.54,13,313,2011,11,6
0.93,2,1,1,0.2273,0.22,6,7,2012,12,1
0.35,1,0,4,0.4091,0.4,17,245,2011,10,6
0.94,2,0,1,0.4394,0.44,1,69,2012,3,5
0.76,1,0,1,0.3939,0.38,22,133,2012,1,3
0.56,1,0,2,0.2879,0.28,6,106,2012,4,2
0.87,2,0,2,0.3485,0.36,4,4,2012,4,6
0.48,3,0,4,0.4697,0.48,12,313,2012,12,1
0.39,1,0,1,0.1212,0.14,18,55,2011,1,5
0.69,2,0,3,0.6212,0.66,10,121,2011,9,3
0.83,1,0,3,0.6061,0.66,2,8,2012,7,1
0.54,2,0,4,0.3939,0.38,14,151,2011,12,2
0.94,2,0,3,0.5152,0.6,4,2,2011,9,3
0.43,2,1,1,0.197,0.18,4,3,2011,1,0
0.59,2,0,4,0.5,0.52,17,324,2011,12,3
0.79,1,0,2,0.6667,0.7,0,53,2012,6,2
0.73,1,1,4,0.5152,0.54,19,353,2012,11,0
0.56,1,0,3,0.5152,0.54,4,5,2011,8,1
0.64,1,0,4,0.5152,0.54,18,538,2011,10,3
0.43,1,0,1,0.4091,0.4,16,228,2012,2,0
0.74,2,1,3,0.7121,0.74,10,359,2012,9,0
0.45,2,0,1,0.2879,0.28,13,98,2011,1,3
0.81,1,0,4,0.3182,0.3,2,23,2011,11,5
0.54,1,0,1,0.1515,0.12,3,4,2012,1,3
0.57,1,0,2,0.6364,0.68,19,365,2011,5,1
0.88,3,0,3,0.5455,0.6,15,36,2012,9,1
0.26,1,0,2,0.5303,0.56,18,520,2011,5,3
0.93,1,0,4,0.3485,0.32,8,456,2011,11,2
0.65,1,0,2,0.6515,0.7,22,153,2011,6,1
0.94,2,0,4,0.3939,0.38,7,272,2011,11,3
0.93,2,0,1,0.3182,0.3,5,3,2011,3,2
0.6,2,0,3,0.6061,0.6,15,187,2011,9,0
0.5,1,0,3,0.6212,0.66,23,127,2011,8,3
0.24,1,0,2,0.5152,0.54,17,702,2012,4,4
0.4,1,0,4,0.3485,0.36,16,370,2012,11,3
0.48,1,0,1,0.0606,0.02,5,5,2011,1,0
0.49,1,0,2,0.5152,0.54,9,335,2012,5,5
0.69,1,0,2,0.6364,0.68,11,181,2011,6,4
0.81,1,0,3,0.5606,0.6,8,425,2011,9,1
0.79,1,0,3,0.6667,0.7,4,6,2011,7,1
0.38,1,0,3,0.6212,0.64,21,208,2011,8,0
0.5,1,0,1,0.4091,0.4,10,137,2012,3,0
0.64,1,0,1,0.2273,0.22,3,2,2011,1,0
0.94,2,0,4,0.5455,0.62,6,113,2011,9,0
0.68,1,0,3,0.5,0.52,19,256,2011,9,5
0.33,1,0,3,0.6818,0.78,14,609,2012,6,5
0.45,1,0,3,0.6364,0.7,19,394,2011,7,4
0.52,2,0,1,0.2424,0.26,10,191,2012,2,6
0.56,2,0,4,0.2273,0.26,7,319,2012,11,2
0.56,1,0,4,0.2576,0.26,0,53,2011,11,5
0.59,2,0,4,0.4848,0.5,8,173,2012,10,6
0.88,2,0,3,0.5455,0.6,4,7,2011,8,5
0.6,2,0,4,0.197,0.24,4,2,2011,12,3
0.53,2,0,2,0.6212,0.62,3,5,2012,6,3
0.86,3,0,1,0.1212,0.14,19,88,2011,2,2
0.75,1,0,3,0.7424,0.76,23,123,2011,7,3
0.51,1,0,3,0.6515,0.7,10,328,2012,8,6
0.58,2,0,2,0.6515,0.7,14,158,2011,5,1
0.58,2,0,3,0.7121,0.76,1,17,2012,7,0
1.0,3,0,4,0.5152,0.54,6,52,2011,10,3
0.89,1,0,3,0.5758,0.64,3,43,2011,9,6
0.59,1,0,4,0.5,0.52,19,343,2011,10,3
1.0,2,0,3,0.5152,0.62,2,8,2011,9,4
0.43,1,0,4,0.3939,0.38,19,414,2012,12,2
0.71,3,0,4,0.303,0.34,5,22,2011,11,3
0.39,2,0,1,0.2879,0.32,13,240,2012,12,4
0.61,1,0,1,0.2879,0.28,20,26,2011,2,6
0.33,1,0,1,0.2727,0.32,15,153,2012,12,5
0.88,3,0,4,0.5,0.52,12,75,2011,10,4
0.51,1,0,1,0.2273,0.2,8,24,2011,2,6
0.66,1,0,1,0.3485,0.36,1,93,2012,1,6
0.77,1,0,3,0.5152,0.54,8,683,2012,9,0
0.83,2,0,3,0.5758,0.64,2,93,2012,6,5
0.74,1,0,3,0.6212,0.66,8,447,2011,6,0
0.63,2,0,4,0.4848,0.5,3,79,2012,10,6
0.41,2,0,1,0.6212,0.66,13,273,2012,3,3
0.55,2,0,3,0.2424,0.74,19,491,2012,8,4
0.43,1,0,3,0.7273,0.8,10,113,2011,8,2
0.36,1,0,1,0.1061,0.1,1,7,2011,2,2
0.25,1,0,1,0.4848,0.5,13,125,2011,3,2
0.59,1,0,3,0.7424,0.78,17,270,2012,7,6
0.57,1,0,2,0.6212,0.64,9,340,2012,6,5
0.62,1,0,3,0.6364,0.68,10,129,2011,9,0
0.68,1,0,1,0.5152,0.54,15,554,2012,3,6
0.83,1,0,3,0.6061,0.66,5,37,2012,8,4
0.39,1,0,1,0.4697,0.48,12,221,2012,3,0
0.69,2,0,1,0.2576,0.2,6,34,2011,1,4
0.75,1,0,4,0.2576,0.22,7,26,2011,12,5
0.79,3,0,3,0.6667,0.7,11,151,2011,8,3
0.36,1,0,2,0.5,0.52,4,9,2012,3,3
0.87,3,0,4,0.3333,0.36,3,5,2012,11,1
0.73,1,0,4,0.5909,0.62,13,375,2012,10,4
0.76,2,0,4,0.5303,0.56,17,817,2012,10,4
1.0,3,0,4,0.4545,0.46,12,55,2011,12,1
0.48,1,0,3,0.6818,0.76,11,516,2012,6,5
0.81,1,0,4,0.3333,0.34,3,5,2011,11,3
0.88,1,0,3,0.5455,0.58,5,31,2011,9,2
0.19,1,0,3,0.7273,0.86,15,331,2011,7,5
0.83,3,0,4,0.5303,0.56,1,10,2011,10,2
0.26,1,0,1,0.2879,0.3,14,84,2011,2,4
0.87,3,0,4,0.2727,0.3,1,18,2011,10,5
0.72,1,0,1,0.4394,0.44,4,2,2012,3,3
0.87,3,0,2,0.4091,0.4,8,45,2011,4,5
0.61,1,0,1,0.6061,0.62,19,549,2012,3,0
0.55,1,0,1,0.197,0.2,6,33,2011,2,2
0.43,1,0,1,0.1667,0.18,3,1,2011,2,3
0.54,1,0,2,0.6212,0.66,0,43,2012,4,1
0.65,1,0,4,0.2273,0.24,7,11,2011,12,5
0.74,2,1,3,0.6667,0.7,11,308,2011,9,0
0.53,2,0,4,0.3485,0.36,19,251,2011,12,0
0.82,3,0,2,0.4848,0.5,3,5,2012,6,1
0.66,1,0,3,0.697,0.74,5,35,2012,7,4
0.52,1,0,4,0.5303,0.56,10,217,2012,10,2
0.54,1,0,4,0.4242,0.42,17,486,2011,10,0
0.34,1,1,1,0.3333,0.34,20,126,2012,2,0
0.89,1,0,3,0.5909,0.66,7,82,2012,9,5
0.62,1,0,4,0.4091,0.4,0,96,2011,10,5
0.6,2,0,4,0.5152,0.54,15,191,2011,11,1
0.35,1,0,2,0.6818,0.78,13,180,2011,6,0
0.84,1,0,3,0.6667,0.7,21,269,2012,7,5
0.33,1,0,3,0.8333,0.92,15,194,2012,6,3
0.7,3,0,1,0.3333,0.32,10,44,2012,2,3
0.82,3,0,4,0.4091,0.4,9,129,2011,10,5
0.94,3,0,4,0.4545,0.46,1,12,2011,11,0
0.55,2,0,3,0.7273,0.78,11,215,2012,7,0
0.69,1,0,2,0.6061,0.64,20,336,2012,5,0
0.59,1,0,4,0.5,0.52,4,14,2012,9,5
0.73,2,0,3,0.6061,0.64,9,209,2011,9,3
0.65,1,0,3,0.6212,0.66,23,77,2011,8,1
0.61,1,0,3,0.6515,0.7,20,427,2012,8,2
0.79,2,0,3,0.697,0.72,10,388,2012,9,6
0.87,2,0,1,0.3182,0.34,16,118,2012,1,2
0.52,1,0,2,0.7121,0.78,16,501,2012,5,6
0.73,3,0,2,0.6061,0.64,13,239,2012,5,1
0.47,1,0,1,0.2121,0.22,9,87,2012,2,6
0.61,3,0,3,0.6212,0.66,18,683,2012,8,2
0.83,1,0,3,0.6061,0.66,20,165,2011,8,3
0.81,3,0,1,0.3636,0.34,16,118,2012,2,3
